Sl.No,Company Name,Website,Twitter_url,Facebook_url,Linkedin_url,Crunchbase_url,City,Country,CEO,CTO,EMAIL
3780,Buy Play Win,NaN,twitter.com/BuyPlayWin,NaN,linkedin.com/company/buyplaywin-inc.,crunchbase.com/organization/buyplaywin,Boulder,United States,NaN,NaN,support@buyplaywin.com
3781,Workchew,NaN,twitter.com/workchew,facebook.com/workchewinc,linkedin.com/company/workchew,crunchbase.com/organization/workchew,Washington,United States,Christian Reed's Po,NaN,hello@workchew.com
3782,The Wed Clique,NaN,twitter.com/thewedclique,facebook.com/thewedclique,linkedin.com/company/the-wed-clique-1,crunchbase.com/organization/otterplan#/entity,Charlotte,United States,NaN,NaN,hello@thewedclique.com
3783,Talox,NaN,NaN,facebook.com/taloxrealestate/,linkedin.com/company/talox,crunchbase.com/organization/talox,Singapore,Singapore,Terrence Connolly,NaN,info@talox.com
3784,Spliqs,NaN,twitter.com/spliqs_ai,facebook.com/Spliqs-Inteligent-Media-104816157534274,linkedin.com/company/spliqs-intelligent-media,crunchbase.com/organization/spliqs-intelligent-media#section-overview,Vancouver,Canada,NaN,NaN,hello@spliqs.com
3785,SPCE,NaN,twitter.com/liveinspce,facebook.com/liveinspce/,linkedin.com/company/10911979,crunchbase.com/organization/spce,London,United Kingdom,"Mark Ollila, PhD",NaN,hello@liveinspce.com
3786,SokoDAO,NaN,twitter.com/JoinSoko,facebook.com/sokoincorporated,linkedin.com/company/soko-network,crunchbase.com/organization/soko-3e2a,Lehi,United States,Jason Brown,NaN,hello@sokodao.com
3787,Remidi,NaN,twitter.com/REMIDI_PRO,facebook.com/RemidiPro/,linkedin.com/company/remidi,crunchbase.com/organization/remidi,Austin,United States,20 for 2020: Linked,NaN,info@remidi-pro.com
3788,Raybased,NaN,twitter.com/Raybased_IoT,facebook.com/RaybasedBuildingAutomation,linkedin.com/company/raybased,crunchbase.com/organization/raybased,VÃ¤stra FrÃ¶lunda,Sweden,Synch,NaN,info@raybased.com
3789,Picxy,NaN,twitter.com/picxydotcom,facebook.com/picxydotcom,linkedin.com/company/picxy,crunchbase.com/organization/picxy,Hyderabad,India,New CEO at SurePoin,NaN,hello@picxy.com
3790,Lancify,NaN,twitter.com/lancifyofficial,facebook.com/lancify/,linkedin.com/company/lancify,crunchbase.com/organization/lancify,Bangalore,India,NaN,NaN,hello@lancify.net
3791,Groundhog,NaN,twitter.com/GroundhogPay,facebook.com/TokenClubHQ/,linkedin.com/company/groundhog,crunchbase.com/organization/groundhog#section-overview,Halifax,Canada,NaN,NaN,support@groundhog.network
3792,Flexpay,flexpay.co.ke,twitter.com/flexpay_ke,facebook.com/flexpaytechnologies,linkedin.com/company/flexpay-technologies,crunchbase.com/organization/flexpay-2#section-overview,Nairobi,Kenya,Ryan Monoski,NaN,support@flexpay.io
3793,elo audio,NaN,twitter.com/elocance_app,facebook.com/elocance,linkedin.com/company/19179512,crunchbase.com/organization/elo-audio,New York,United States,Tarnjit Saini,NaN,hello@eloaudio.com
3794,EasyLokal,NaN,twitter.com/EasyLokal,facebook.com/EasyLokal,linkedin.com/company/easylokal,crunchbase.com/organization/easylokal,Kolkata,India,Aidan Gomez,NaN,hello@easylokal.com
3795,Crescendo,NaN,twitter.com/CrescendoWork,facebook.com/crescendowork/,linkedin.com/company/crescendomusic,crunchbase.com/organization/crescendo-314e,Toronto,Canada,NaN,NaN,hello@crescendo.work
3796,Circletime Interactive,NaN,twitter.com/Circleti_me,facebook.com/CircletimeFun/,linkedin.com/company/circletimefun,crunchbase.com/organization/circletime,Rio de Janeiro,Brazil,Sheila Burkett,NaN,hello@circletime.co
3797,Chef Connie,NaN,twitter.com/thatchefconnie,facebook.com/thatchefconnie,linkedin.com/company/conniedotai,crunchbase.com/organization/chef-connie,Toronto,Canada,Bobby Pinero,NaN,hello@chefconnie.co
3798,Byte Money,NaN,twitter.com/byte_money,facebook.com/bytemoney/,linkedin.com/company/byte-money,crunchbase.com/organization/byte-money,Cape Town,South Africa,Ryan Roslansky,NaN,hello@bytemoney.co
3799,Bamba Corp.,bambagroup.com,twitter.com/BambaGroup,facebook.com/BambaRewards,linkedin.com/company/bamba-rewards,crunchbase.com/organization/bamba-group#/entity,Nairobi,Kenya,Sponsokit,NaN,hello@bamba.co
3800,SimpleForms,NaN,twitter.com/WhatTaxForm,facebook.com/simpleformspbc/,linkedin.com/company/simpleforms,crunchbase.com/organization/simpleforms,San Diego,United States,Brian McKay,NaN,support@simpleforms.org
3801,Rosso & Flynn,NaN,twitter.com/rossoflynn,facebook.com/rossoandflynn/,linkedin.com/company/rosso-flynn,crunchbase.com/organization/rosso-flynn#section-overview,Austin,United States,Justin Hamilton,NaN,orders@rosso-flynn.com
3802,MilkRun,NaN,twitter.com/LocalMilkRun,facebook.com/localmilkrun,linkedin.com/company/milkrun,crunchbase.com/organization/milkrun,Portland,United States,NaN,NaN,(Contact through their Facebook page)
3803,Gamefuly,NaN,twitter.com/gamefuly,facebook.com/gamefuly,linkedin.com/company/gamefuly,crunchbase.com/organization/gamefuly-inc,Newark,United States,Chamath Palihapitiy,NaN,hernan@localmilkrun.com
3804,Clarke.ai,NaN,twitter.com/clarkedotai,facebook.com/clarkeai,linkedin.com/company/clarke.ai,crunchbase.com/organization/clarke-ai,Brooklyn,United States,Jim ("Sky") Schuyle,NaN,manuel@gamefuly.com
3805,Binaize,NaN,twitter.com/binaizelabs,NaN,linkedin.com/company/binaize,crunchbase.com/organization/binaize,Austin,United States,Cindy Wang,NaN,paul@clarke.ai
3806,Autom8,NaN,NaN,NaN,linkedin.com/company/autom8-network,crunchbase.com/organization/autom8-c666,New York,United States,Kurt Schrader,NaN,tuhin@binaize.com
3807,Advize.ai,NaN,twitter.com/advizeai,facebook.com/Advize-161462721460430/,linkedin.com/company/advizeai,crunchbase.com/organization/advize-a607,Vancouver,Canada,Usama Arjumand,NaN,caleb@iautom8it.com
3808,Pepper Cooking,NaN,twitter.com/peppercooking,facebook.com/peppercooking/,linkedin.com/company/peppercooking,crunchbase.com/organization/pepper-234,Chicago,United States,NaN,NaN,caleb@advize.ai
3809,OP3Nvoice,NaN,twitter.com/OP3Nvoice,facebook.com/OP3Nvoice,linkedin.com/company/op3nvoice-ltd,crunchbase.com/organization/op3nvoice,London,United Kingdom,ShiftUp,NaN,(Contact through their website or app)
3810,BuildersCloud,NaN,twitter.com/builderscloud,facebook.com/BuildersCloud,linkedin.com/company/builderscloud,crunchbase.com/organization/builderscloud,Bellevue,United States,NaN,NaN,manuel@gamefuly.com
3811,Sage Hero,NaN,twitter.com/thesagehero,facebook.com/pg/the.sage.hero,linkedin.com/company/sage-hero,crunchbase.com/organization/sage-hero,San Antonio,United States,NaN,NaN,jesse@builderscloud.com
3812,Gaia,NaN,twitter.com/gaiadesignmx,facebook.com/gaiadesignmexico/,linkedin.com/company/gaia-investments,crunchbase.com/organization/gaia-fba9,Copenhagen,Denmark,Douglas Peterson,NaN,support@gaia.com
3813,Sixth Man Technologies,NaN,twitter.com/6thManApps,facebook.com/6thmanapps,linkedin.com/company/sixthmantechnologies,crunchbase.com/organization/6th-man-apps,DEARBORN,United States,NaN,NaN,info@sixthman.co
3814,Lunar Labs,NaN,twitter.com/lunarwireless,facebook.com/cosmoslabs,linkedin.com/company/save-with-sweet,crunchbase.com/organization/cosmos,Detroit,United States,Ehsan Wahdat,NaN,hello@lunarlab.io
3815,closedloop,NaN,NaN,NaN,NaN,NaN,San Ramon,United States,Ryan Roslansky,NaN,info@closedloop.ai
3816,Touco,NaN,twitter.com/toucotalks,facebook.com/toucotalks/,linkedin.com/company/toucotalks,crunchbase.com/organization/toucan,London,United Kingdom,Evan Wang,NaN,hello@touco.care
3817,Somatic Labs,NaN,twitter.com/SomaticLabs,facebook.com/SomaticLabs/,linkedin.com/company/somatic-labs,crunchbase.com/organization/somatic-labs,Denver,United States,Ryan Roslansky,NaN,hello@somaticlabs.io
3818,Hello Iris,NaN,twitter.com/goodpeoplehouse,facebook.com/pg/goodpeoplehouse/,linkedin.com/company/good-people-house,crunchbase.com/organization/hello-iris,Toronto,Canada,Nitin Seth,NaN,helloiris0613@gmail.com
3819,STIGMA,NaN,twitter.com/TheSTIGMAApp,facebook.com/TheSTIGMAapp,linkedin.com/company/stigmaapp,crunchbase.com/organization/stigma-app,Chicago,United States,Rocky Whitham,NaN,(Contact through their website)
3820,Pelikan Mobility,pelikan-mobility.com,NaN,NaN,linkedin.com/company/pelikan-mobility,crunchbase.com/organization/pelikan-mobility,Paris,France,Ryan Roslansky,NaN,info@pelikan-mobility.com
3821,Nestedfunds,NaN,NaN,NaN,linkedin.com/company/nestedfunds,NaN,Austin,United States,Jeff Weiner,NaN,hello@nestedfunds.com
3822,Neomare  AS,neomare.no,twitter.com/NGeoservices,NaN,linkedin.com/company/neomare-as,crunchbase.com/organization/neomare,LillestrÃ¸m,Norway,"Sunjay Dodani, Ph.D",NaN,post@neomare.no
3823,Daedalus Technologies,NaN,twitter.com/daedalushq,NaN,linkedin.com/company/daedalustech,NaN,Nashville,United States,Raja Singh,NaN,sales@daedatech.com
3824,Ziptask,NaN,twitter.com/ziptask,facebook.com/pages/Ziptask/149086885141893,linkedin.com/company/ziptask,crunchbase.com/organization/ziptask-com,Anaheim,United States,John Baird,NaN,"(Ziptask is no longer active, former email: cs@ziptask.com)"
3825,Yosko,NaN,twitter.com/yosko,NaN,linkedin.com/company/yosko,crunchbase.com/organization/yosko,Cambridge,United States,Adam Robinson,NaN,info@yosko.com
3826,Xapix.io,NaN,twitter.com/xapix_io,NaN,linkedin.com/company/xapix-io,crunchbase.com/organization/xapix-io,San Francisco,United States,Serge Salager,NaN,hello@xapix.io
3827,World Blender,NaN,twitter.com/worldblender,facebook.com/pages/World-Blender/162987203724867,linkedin.com/company/1436317,crunchbase.com/organization/world-blender,Tahoe Vista,United States,Dirk Nieuwenhuis,NaN,(Contact through their website)
3828,WorkMob,NaN,twitter.com/theworkmob,NaN,linkedin.com/company/workmob,crunchbase.com/organization/workmob,Berkeley,United States,Nazgul Abdrazakova,NaN,(Contact through their Facebook page)
3829,Woorly,NaN,twitter.com/mywoorly,facebook.com/mywoorly,linkedin.com/company/woorly,crunchbase.com/organization/woorly-llc,Chattanooga,United States,Arnav Anand,NaN,rakesh@arcgate.com
3830,Wonders Lab,NaN,twitter.com/Wonders_App,facebook.com/wondersapp,NaN,crunchbase.com/organization/wonders-2,Brooklyn,United States,20 for 2020: Linked,NaN,hello@woorly.com
3831,WishRoute,NaN,twitter.com/Wishroute,facebook.com/WishRoute/,linkedin.com/company/wish-route,crunchbase.com/organization/wishroute,Boston,United States,Dhiraj Jadhav,NaN,hello@wonderslab.com
3832,Which Ventures,NaN,twitter.com/villij,facebook.com/VillijApp,NaN,crunchbase.com/organization/villij,New York,United States,Jon Ziglar,NaN,hello@wishroute.com
3833,Wheeli,NaN,twitter.com/wheeliofficial,facebook.com/wheeliofficial/,linkedin.com/company/wheeli,crunchbase.com/organization/wheeli,New York,United States,NaN,NaN,hello@wheeli.us
3834,weview,NaN,twitter.com/weview,facebook.com/weview,linkedin.com/company/weview,crunchbase.com/organization/weview-gmbh,Berlin,Germany,NaN,NaN,hello@weview.tv
3835,Wellhire,NaN,twitter.com/wellhirenews,facebook.com/wellhire,linkedin.com/company/wellhire,crunchbase.com/organization/wellhire,Boulder,United States,Bernhard Prantl,NaN,info@wellhire.com
3836,Weave.ai,NaN,twitter.com/Weave_AI,facebook.com/weaveAI/,linkedin.com/company/metatron-ai-technologies,crunchbase.com/organization/weave-ai,London,United Kingdom,Jason Mayoral,NaN,info@weave.ai
3837,Wantworthy,NaN,twitter.com/wantworthy,facebook.com/Wantworthy,linkedin.com/company/1734944,crunchbase.com/organization/wantworthy,New York,United States,NaN,NaN, hello@wantworthy.com
3838,Wala,NaN,twitter.com/GetWala,facebook.com/GetWalaApp,linkedin.com/company/wala,crunchbase.com/organization/wala,Cape Town,South Africa,QuantCo,NaN,support@wala.co.za
3839,Voyhoy,NaN,twitter.com/voyhoy,facebook.com/yovoyhoy,linkedin.com/company/voyhoy,crunchbase.com/organization/voyhoy,Santiago,Chile,Ryan Roslansky,NaN,founders@voyhoy.com
3840,VetCloud,NaN,twitter.com/vetcloud,facebook.com/vetcloudpracticemanagement/,linkedin.com/company/vetcloud,crunchbase.com/organization/vetcloud,West Kirby,United Kingdom,NaN,NaN,post@vetcloud.no
3841,Vertisense,NaN,twitter.com/vertisense,facebook.com/alcohoot,linkedin.com/company/vertisense,crunchbase.com/organization/vertisense,New York,United States,Meiny Prins,NaN,NaN
3842,Verificient Technologies,verificient.com,twitter.com/Verificient,facebook.com/verificient,linkedin.com/company/verificient-technologies,crunchbase.com/organization/verifcient-technologies,New York,United States,Tom Bielecki,NaN,info@verificient.com
3843,Vallai,NaN,NaN,NaN,linkedin.com/company/vallai,crunchbase.com/organization/vallai,Bois-Colombes,France,Christopher Rose,NaN,NaN
3844,Urban3D,NaN,twitter.com/Urban3D,facebook.com/urban3dtechnologies/,linkedin.com/in/dvdlin214,crunchbase.com/organization/urban3d,New York,United States,Pam Murtha,NaN,hello@urban3d.net
3845,Upside Saving,NaN,twitter.com/upsidesaving,facebook.com/Upside-Saving-106533801028301,linkedin.com/company/upside-money,crunchbase.com/organization/upside-5766,London,United Kingdom,Shreya Niwahaal Pos,NaN,hello@upsidesaving.com
3846,UniqueSound,NaN,twitter.com/joinUniqueSound,facebook.com/uniquesoundoff,linkedin.com/company/uniquesound,crunchbase.com/organization/uniquesound,New York,United States,Dan Pilone,NaN,info@uniquesound.com
3847,Union Crate,NaN,twitter.com/unioncrate,facebook.com/Unioncrate-108982357295081/,linkedin.com/company/union-crate,crunchbase.com/organization/union-crate,New York,United States,Hillary Bush,NaN,hello@unioncrate.com
3848,TutorialTab,NaN,twitter.com/tutorialtab,NaN,linkedin.com/company/tutorialtab,crunchbase.com/organization/tutorialtab,Cambridge,United States,Patrick Lu,NaN,info@tutorialtab.com
3849,Tuffel,NaN,NaN,NaN,linkedin.com/in/seanschoi,crunchbase.com/organization/tuffel-corporation,Palo Alto,United States,NaN,NaN,info@tuffel.com
3850,Trusscore,NaN,twitter.com/NanoQuan,NaN,linkedin.com/company/nanoquan-inc-,crunchbase.com/organization/nanoquan,Kitchener,Canada,Bob Lowe,NaN,NaN
3851,TruantToday,NaN,twitter.com/truanttoday,NaN,linkedin.com/company/truanttoday-inc.,crunchbase.com/organization/truanttoday,Los Angeles,United States,NaN,NaN,NaN
3852,Triomi Medical,NaN,twitter.com/TriomiMedical,NaN,linkedin.com/company/triomi-medical-innovations,crunchbase.com/organization/triomi,Philadelphia,United States,LinkedIn CEO Profil,NaN,NaN
3853,Tribl,NaN,twitter.com/thetriblnetwork,facebook.com/thetriblnetwork/,linkedin.com/company/jointribl,crunchbase.com/organization/tribl#section-overview,Austin,United States,NaN,NaN,NaN
3854,Treasure,NaN,twitter.com/treasure_fi,facebook.com/TreasureHQ,linkedin.com/company/treasurehq,crunchbase.com/organization/treasure-financial,Toronto,Canada,John Heaton CEO at,NaN,NaN
3855,TrakBar,NaN,twitter.com/trakbar_inc,facebook.com/trakbarapp,linkedin.com/company/10630757,crunchbase.com/organization/trakbar,Zagreb,Croatia,Cameron Bready,NaN,NaN
3856,Traction,NaN,twitter.com/TractionLabsInc,facebook.com/buzzstarter,linkedin.com/company/traction-labs-inc,crunchbase.com/organization/buzzstarter-inc,San Francisco,United States,Yubo Ruan,NaN,NaN
3857,ToVieFor,NaN,twitter.com/toviefor,NaN,NaN,crunchbase.com/organization/toviefor,New York,United States,Mark Jones,NaN,NaN
3858,Toneboard,NaN,twitter.com/Toneboard_com,NaN,linkedin.com/company/10442451,crunchbase.com/organization/toneboard#section-overview,Riga,Latvia,Marta Agrech,NaN,NaN
3859,Thrive Savings,NaN,twitter.com/ThriveSavings,facebook.com/thrivesavings/,linkedin.com/company/thrivesavings,crunchbase.com/organization/thrive-savings,Toronto,Canada,Kristi DePaul,NaN,NaN
3860,Thinker-Tinker,NaN,twitter.com/playoctobo,facebook.com/playoctobo,linkedin.com/company/thinker-tinker,crunchbase.com/organization/thinker-tinker#section-overview,Pasadena,United States,"Welcome Jim Hyman,",NaN,hello@thinker-tinker.com
3861,The Highway Girl,NaN,twitter.com/thehighwaygirl,facebook.com/TheHighwayGirl,linkedin.com/company/the-highway-girl,crunchbase.com/organization/the-highway-girl,Atlanta,United States,NaN,NaN,NaN
3862,Terrene,NaN,twitter.com/terreneco,facebook.com/terreneco,linkedin.com/company/terrene-co,crunchbase.com/organization/terrene,Kitchener,Canada,Jeffery Banek,NaN,info@terrene.co
3863,Tempus Energy,NaN,twitter.com/tempusenergy,facebook.com/pages/Tempus-Energy/278395772365421,linkedin.com/company/tempus-energy-limited,crunchbase.com/organization/tempus-energy,London,United Kingdom,LinkedIn,NaN,info@tempusenergy.com
3864,tech4farmers,NaN,twitter.com/tech4farmers,facebook.com/tech4farmers,linkedin.com/company/tech4farmers,crunchbase.com/organization/tech4farmers,Kampala,Uganda,Nvelop Therapeutics,NaN,info@tech4farmers.com
3865,Tallysticks,NaN,twitter.com/TallysticksIO,NaN,linkedin.com/company/tallysticks,crunchbase.com/organization/tallysticks#section-overview,London,United Kingdom,NaN,NaN,hello@tallysticks.io
3866,Talented,NaN,twitter.com/Talented_App,facebook.com/Talented-1783742028575047/,linkedin.com/company/51626202,crunchbase.com/organization/talented,Chapel Hill,United States,Noah Glass,NaN,hello@talented.co
3867,Synch,NaN,twitter.com/SynchBI,NaN,linkedin.com/company/synch,crunchbase.com/organization/synch,Seattle,United States,Lior Moyal,NaN,hello@synch.com
3868,SureConsent,NaN,twitter.com/sure_consent,facebook.com/SureConsent/,linkedin.com/company/sureconsent,crunchbase.com/organization/sureconsent,Los Angeles,United States,Ryan Roslansky,NaN,hello@sureconsent.com
3869,STRUCTUR3D PRINTING,NaN,twitter.com/structur3Dprint,facebook.com/Structur3DPrinting/,linkedin.com/company/structur3d-printing,crunchbase.com/organization/structur3d-printing,Kitchener,Canada,Carolyn Hyde,NaN,hello@structur3d.io
3870,Strohl Medical Technologies,NaN,twitter.com/StrohlMedical,NaN,linkedin.com/company/strohl-medical,crunchbase.com/organization/strohl-medical,Boston,United States,LinkedIn Profile,NaN,info@strohlmedical.com
3871,StockTouch,NaN,twitter.com/stocktouch,facebook.com/stocktouch,NaN,crunchbase.com/organization/stocktouch,New York City,United States,Venkateswaran Natar,NaN,info@stocktouch.com
3872,StepOut,stepout.com,twitter.com/stepoutnow,facebook.com/stepout,linkedin.com/company/593177,crunchbase.com/organization/stepout,New York,United States,Ryan Roslansky,NaN,support@stepout.com
3873,Stand In,NaN,twitter.com/standinapp,NaN,linkedin.com/company/stand-in,crunchbase.com/organization/stand-in,Portland,United States,Dan Rebernik,NaN,hello@standin.co.uk
3874,Staffless.ai,NaN,twitter.com/AiStaffless,NaN,linkedin.com/company/staffless,crunchbase.com/organization/staffless-ai,Miami Shores,United States,Moni Hernandez,NaN,info@staffless.ai
3875,Spyn Pay,NaN,twitter.com/SpynCard,facebook.com/spyncards,linkedin.com/company/spyn-card,crunchbase.com/organization/spyn-card,Seattle,United States,Ryan Roslansky,NaN,support@spynpay.com
3876,Spry,NaN,twitter.com/spry_inc,facebook.com/pg/wearespry/,linkedin.com/company/spry,crunchbase.com/organization/spry,Lynbrook,United States,Mockmate,NaN,hello@spryagency.com
3877,SpotCrowd,NaN,twitter.com/stopshoplifting,facebook.com/SpotCrowd/,linkedin.com/company/watch-&-catch-nv,crunchbase.com/organization/spotcrowd#section-overview,New York City,United States,Christian Klein,NaN,info@spotcrowd.com
3878,Spontaneously,NaN,twitter.com/spontaneously,NaN,linkedin.com/company/spontaneously-inc.,crunchbase.com/organization/spontaneously,New York,United States,"Mindi Osborn, MBA",NaN,hello@spontaneously.com
3879,Sponsokit,NaN,twitter.com/sponsokit,facebook.com/sponsokit/,linkedin.com/company/sponsokit,crunchbase.com/organization/sponsokit,Berlin,Germany,NaN,NaN,hello@sponsokit.com
3880,Spero,NaN,twitter.com/speroforcancer,facebook.com/sperohq,linkedin.com/company/spero-hq,crunchbase.com/organization/spot-tech,Salt Lake City,United States,Arik Bracha,NaN,info@sperohealthcare.in
3881,Sparktrend,NaN,twitter.com/lovesparktrend,NaN,linkedin.com/company/sparktrend,crunchbase.com/organization/seedfuse,Issaquah,United States,Kris Chinosorn,NaN,info@sparktrend.com
3882,Social Lender,sociallenderng.com,twitter.com/sociallenderng,facebook.com/sociallender,linkedin.com/company/social-lender,crunchbase.com/organization/social-lender,Onikan,Nigeria,NaN,NaN,info@sociallenderng.com
3883,SocialCapital,NaN,twitter.com/socialcapitalio,facebook.com/socialcapitalio,linkedin.com/company/socialcapital,crunchbase.com/organization/socialcapital,San Francisco,United States,Alice Taylor,NaN,NaN
3884,SkyHi,NaN,twitter.com/skyhi,facebook.com/travelskyhi,linkedin.com/company/10526613,crunchbase.com/organization/skyhi,Apple Valley,United States,Jawn McQuade,NaN,NaN
3885,SkyGlue,NaN,twitter.com/SkyGlue,facebook.com/skyglue,linkedin.com/company/skyglue.com,crunchbase.com/organization/skyglue,Santa Clara,United States,Christine Outram,NaN,support@skyglue.com
3886,ShortCut,NaN,twitter.com/shortcutapp,facebook.com/ShortcutApp1,NaN,crunchbase.com/organization/eat-in-my-seat,London,United Kingdom,Mailana Mavromatis,NaN,NaN
3887,Shopsy,NaN,twitter.com/helloshopsy,facebook.com/pages/Shopsy/247853828576629,linkedin.com/company/2931422,crunchbase.com/organization/shopsy,Yorktown Heights,United States,Yves Booten,NaN,support@shopsy.in
3888,Shipright HQ,NaN,twitter.com/shiprighthq,facebook.com/shiprighthq/,linkedin.com/company/shipright,crunchbase.com/organization/shipright,Rotterdam,Netherlands,Sean Li,NaN,hi@shiprighthq.com
3889,ShiftUp,NaN,twitter.com/LearningGyms,facebook.com/LearningGyms/,linkedin.com/company/learninggyms,crunchbase.com/organization/shift-up-b455,Wilmington,United States,John Kent,NaN,NaN
3890,Secret City Trails,secretcitytrails.com,twitter.com/secretcitytrail,facebook.com/secretcitytrails/,linkedin.com/company/10453886,crunchbase.com/organization/secret-city-trails,Lisbon,Portugal,Jeff Weiner,NaN,hi@secretcitytrails.com
3891,Search to Phone,NaN,NaN,NaN,NaN,crunchbase.com/organization/searchtophone,Boulder,United States,Shobin Uralil,NaN,support@searchtophone.com
3892,SciArt Software,NaN,twitter.com/sciartsoft,facebook.com/paretosoftware,linkedin.com/company/sciart-llc,crunchbase.com/organization/sciart#section-overview,Madison,United States,Ryan Roslansky,NaN,info@sciartsoft.com
3893,Sandglaz,NaN,twitter.com/sandglaz,facebook.com/sandglaz,linkedin.com/company/2011302,crunchbase.com/organization/sandglaz,Toronto,Canada,Christopher Mundon,NaN,support@sandglaz.com
3894,Sam Heather,NaN,NaN,NaN,NaN,crunchbase.com/organization/sam-heather,Truro,United Kingdom,Yash Patel,NaN,sam@samheather.com
3895,Saige,NaN,twitter.com/SaigeChefs,facebook.com/SaigeChefs/,linkedin.com/company/heysaige,crunchbase.com/organization/saige,Atlanta,United States,NaN,NaN,info@saigehealthcare.in
3896,rublys,NaN,twitter.com/rublys,facebook.com/rublys/,linkedin.com/company/3053607,crunchbase.com/organization/rublys,Vienna,Austria,LinkedIn Profile,NaN,info@rublys.com
3897,Rotabull,rotabull.com,twitter.com/rotabull,facebook.com/rotabull/,linkedin.com/company/rotabull,crunchbase.com/organization/rotabull,Wilmington,United States,Laveen Jose,NaN,info@rotabull.com
3898,ROOMATIC,NaN,twitter.com/roomatic,facebook.com/RoomaticApp,linkedin.com/company/roomatic,crunchbase.com/organization/roomatic,Berlin,Germany,NaN,NaN,hello@roomatic.com
3899,RollSale,NaN,twitter.com/rollsale,facebook.com/rollsale,linkedin.com/company/1994162,crunchbase.com/organization/rollsale,Saint Louis,United States,Peter Freed,NaN,support@rollsale.com
3900,ROCKI,NaN,twitter.com/myrocki,facebook.com/MyRocki,linkedin.com/company/3355101,crunchbase.com/organization/rocki,Wilmington,United States,Kyte,NaN,info@myrocki.com
3901,ringblingz,NaN,twitter.com/ringblingz,facebook.com/ringblingz,linkedin.com/company/ringblingz,crunchbase.com/organization/ringblingz,Boulder,United States,Kono.ai (Techstars,NaN,hello@ringblingz.com
3902,RewardsForce,NaN,twitter.com/rewardsforce,facebook.com/RewardsForce,linkedin.com/company/1211507,crunchbase.com/organization/rewardsforce,Seattle,United States,Jim McRae,NaN,info@rewardsforce.com
3903,Revvo,NaN,twitter.com/RevvoTech,facebook.com/RevvoTechnologies,linkedin.com/company/revvotechnologies,crunchbase.com/organization/revvo-technologies,San Francisco,United States,Barry Hanley,NaN,hello@revvo.co
3904,Revolar,NaN,twitter.com/Revolar,facebook.com/Revolar/,linkedin.com/company/revolar,crunchbase.com/organization/revolar,Denver,United States,Yves Delongie,NaN,support@revolar.com
3905,Revio,NaN,twitter.com/myrevio,facebook.com/reviotech/,linkedin.com/in/christopherleebailey,crunchbase.com/organization/revio,Louisville,United States,NaN,NaN,contact@revio.co
3906,Retentive,NaN,twitter.com/showcase_jobs,facebook.com/showcasejobsnyc/,linkedin.com/company/showcasejobs,crunchbase.com/organization/showcase-cb76,New York City,United States,NaN,NaN,hello@retentive.ai
3907,RetargetLinks,NaN,twitter.com/retargetlinks,facebook.com/RetargetLinksVan/,linkedin.com/company/6391164,crunchbase.com/organization/retargetlinks,Vancouver,Canada,NaN,NaN,info@retargetlinks.com
3908,RetailQuant,NaN,NaN,NaN,linkedin.com/company/retail-quant,crunchbase.com/organization/retailquant,Munich,Germany,Fidji Simo,NaN,contact@retailquant.com
3909,Resonance,NaN,twitter.com/ResoGlob,facebook.com/ResoGlobo,linkedin.com/company/resonance-limited,crunchbase.com/organization/resonance#section-overview,London,United Kingdom,NaN,NaN,info@resonance.net
3910,ResolutionTube,NaN,twitter.com/Jova_io,facebook.com/resolutiontube/,linkedin.com/company/resolutiontube-,crunchbase.com/organization/resolutiontube,Seattle,United States,Ann Marie Klaybor,NaN,info@resolutiontube.com
3911,ReplySend,NaN,twitter.com/replysend,facebook.com/pages/Okdidit-Inc/255122547908963,linkedin.com/company/replysend,crunchbase.com/organization/replysend,Boulder,United States,Jeff Weiner,NaN,support@replysend.com
3912,Repairly,NaN,twitter.com/repairly,facebook.com/repairly,linkedin.com/company/repairly,crunchbase.com/organization/repairly,London,United Kingdom,Jim Plescia,NaN,hello@repairly.co.uk
3913,RentMatch,NaN,twitter.com/rentmatchcom,facebook.com/RentMatch,linkedin.com/company/rentmatch,crunchbase.com/organization/rentmatch,Seattle,United States,Pinny Chaviv,NaN,support@rentmatch.com
3914,reKode Education,NaN,twitter.com/reKode,facebook.com/reKodeEducation,linkedin.com/company/rekode-education,crunchbase.com/organization/rekode-education,Redmond,United States,Daniel Ifeanyichukw,NaN,info@rekode.com
3915,Red Rover,NaN,twitter.com/redroverhq,NaN,linkedin.com/company/red-rover_3,crunchbase.com/organization/red-rover,New York,United States,Eduardas Matvejevas,NaN,support@redroverhq.com
3916,RealSynth,NaN,twitter.com/RealSynth_GmbH,NaN,linkedin.com/company/18150568,crunchbase.com/organization/realsynth,Berlin,Germany,Jeff Foley,NaN,info@quant-co.com
3917,ReAble,NaN,twitter.com/WeAreReable,facebook.com/WeAreReAble/,linkedin.com/company/reable-inc.,crunchbase.com/organization/reable,Lebanon,United States,Mark Jones,NaN,NAN
3918,Rally Networks,NaN,twitter.com/rally_networks,facebook.com/rallynetworks,linkedin.com/company/rally-power,crunchbase.com/organization/rally-networks,Venice,United States,Marta Agrech,NaN,NAN
3919,Quant-Co,NaN,NaN,NaN,linkedin.com/company/quant-co,crunchbase.com/organization/quant-co,London,United Kingdom,Ryan RoslanskyKrist,NaN,NAN
