Sl.No,Company Name,Website,Twitter_url,Linkedin_url,Crunchbase_url,City,EMAIL
3003,Glou,glou.co,twitter.com/gloubeauty,linkedin.com/company/gloubeauty,crunchbase.com/organization/glou-beauty,Cambridge,info@hotmail.fr
3004,Fitmania,getfitmania.com,NaN,NaN,NaN,Canton,hello@fitmania.io
3005,Ditch,ditch.io,NaN,linkedin.com/company/ditchtechnologies,crunchbase.com/organization/ditch-49e6,Atlanta,hello@ditch.io
3006,Cashpool,joinmypool.co,NaN,linkedin.com/company/cashpoolco,crunchbase.com/organization/cashpool,Houston,info@cashpool.com
3007,Bling,bling.cloud,NaN,linkedin.com/company/blingcloud,crunchbase.com/organization/bling-cloud,San Jose,hello@bling.cloud
3008,Groovv,groovvapp.com,NaN,NaN,NaN,Tulsa,info@groovv.com
3009,Unpacking,unpacking.co,twitter.com/unpacking_co,linkedin.com/company/unpacking,crunchbase.com/organization/zimsociety,Tempe,team@unpackinggame.com
3010,MINWO,minwo.co,twitter.com/MINWO_Co,linkedin.com/company/minwo,crunchbase.com/organization/minwo,Woodbridge,team@minwo.co
3011,Legal Equalizer,legalequalizer.com,twitter.com/legaleqapp,linkedin.com/company/legalequalizer%C2%AE,crunchbase.com/organization/legal-equalizer,Atlanta,support@legaleqapp.com
3012,JusticeText,justicetext.com,twitter.com/JusticeText,linkedin.com/company/justicetext,crunchbase.com/organization/justicetext,Irvine,team@justicetext.com
3013,Govrn,govrn.io,twitter.com/GovrnHQ,linkedin.com/company/govrncorp,crunchbase.com/organization/govrn,Carmichael,info@govrn.com
3014,EMPOWRD,empowrd.com,twitter.com/getempowrd,linkedin.com/company/empowrd,crunchbase.com/organization/empowrd-apps-llc,Atlanta,info@empowrd.com.au
3015,ResponsiveAds,responsiveads.com,twitter.com/responsiveads,linkedin.com/company/responsiveads,crunchbase.com/organization/responsiveads#/entity,New York,info@responsiveads.com
3016,Leka,leka.io,twitter.com/weareleka,linkedin.com/company/weareleka,crunchbase.com/organization/leka,Paris,hello@leka.io
3017,Stride,stride.ai,twitter.com/StrideText,linkedin.com/company/stride.ai,crunchbase.com/organization/stride-ai,Bengaluru,support@stridehealth.com
3018,GroupRaise,groupraise.com,twitter.com/GroupRaise,linkedin.com/company/groupraise.com,crunchbase.com/organization/groupraise-com,Houston,support@groupraise.com
3019,Coffee Cloud,coffeecloud.co,twitter.com/coffeecloudco,linkedin.com/company/coffee-cloud,crunchbase.com/organization/coffee-cloud#/entity,London,info@coffeecloud.com
3020,Pills2Me,pills2me.com,twitter.com/Pills2Me,linkedin.com/company/pills2me-inc,crunchbase.com/organization/pills2me,Las Vegas,info@pills2me.com
3021,Jimo,usejimo.com,NaN,linkedin.com/company/71515486,crunchbase.com/organization/jimo,Cachan,raph@usejimo.com
3022,Newt,newtfit.com,NaN,linkedin.com/company/newt-audio-visual,crunchbase.com/organization/newt-personalized-nutrition,Haifa,info@newtglobal.com
3023,VacayHQ,vacayhq.com,NaN,linkedin.com/company/vacayhq,crunchbase.com/organization/vacayhq,Las Vegas,contact@vacayhq.com
3024,The CryptoMomâ„¢ App,thecryptomom.app,twitter.com/TheCryptoMomApp,linkedin.com/company/the-cryptomom,crunchbase.com/organization/the-crypto-mom,Chicago,support@cryptomom.app
3025,Somnea Health,somnea.co,twitter.com/SomneaHealth,linkedin.com/company/somnea-health,crunchbase.com/organization/somnea-health,Chicago,info@painnavigator.io
3026,Signoff,get-signoff.com,NaN,linkedin.com/company/get-signoff,NaN,North Branch,hello@signoff.io
3027,PainNavigator,navigatemypain.com,twitter.com/painnavigator,linkedin.com/company/pain-navigator,crunchbase.com/organization/painnavigator,Chicago,info@painnavigator.com
3028,Memby,joinmemby.com,NaN,NaN,NaN,Rockford,John@memby.org
3029,LifeWeb 360,lifeweb360.com,twitter.com/lifeweb360,linkedin.com/company/lifeweb360,crunchbase.com/organization/lifeweb-360,Chicago,Support@LifeWeb360.com
3030,Flat,flathomecare.com,NaN,linkedin.com/company/tryflat,crunchbase.com/organization/flat-0dfc,Chicago,hello@flat.io
3031,Early Intervention Systems,earlyinterventionsystems.com,NaN,linkedin.com/company/early-intervention-systems,crunchbase.com/organization/early-intervention-systems,Monmouth Junction,info@earlyinterventionsystems.com
3032,Apricotton,apricotton.ca,NaN,linkedin.com/company/apricotton,crunchbase.com/organization/apricotton,Toronto,hello@apricotton.ca
3033,Alleo.ai,alleo.ai,twitter.com/alleo_ai,linkedin.com/company/alleo-ai,crunchbase.com/organization/alleo-ai,Spring,hello@alleo.ai
3034,Voyance,voyancehq.com,twitter.com/voyancehq,linkedin.com/company/voyancehq,crunchbase.com/organization/voyance,Douala,info@voyance.com
3035,Vitract,vitract.com,twitter.com/VitractOfficial,linkedin.com/company/vitract,crunchbase.com/organization/vitract,Mississauga,info@vitract.com
3036,Vesti Technologies,wevesti.com,twitter.com/VestiOfficial,linkedin.com/company/77968711,crunchbase.com/organization/vesti,Arlington,info@vesti.tech
3037,Torche,torche.africa,twitter.com/TorcheAfrica,linkedin.com/company/torche,crunchbase.com/organization/torche-5725,Lagos,hello@torche.co
3038,The Fetchery,thefetchery.com,NaN,linkedin.com/company/the-fetchery,crunchbase.com/organization/the-fetchery,New York,hello@thefetchery.com
3039,Smart MS3,smartms3.com,NaN,linkedin.com/company/smartms3,crunchbase.com/organization/smart-ms3,Robbinsville,info@smartms3.com
3040,Peach,joinpeach.co,twitter.com/peach_video,linkedin.com/company/peachvideo,crunchbase.com/organization/peach-328f,Jersey City,hello@discoverpeach.com
3041,Canopie,canopie.app,twitter.com/Canopiehealth,linkedin.com/company/canopie,crunchbase.com/organization/canopie,Falls Church,hello@canopie.com
3042,Bucephalus,bucephalus.tech,NaN,linkedin.com/company/bucephalus-tech,crunchbase.com/organization/bucephalus,New York,info@bucephalus.io
3043,Echo Labs,echolens.xyz,twitter.com/_spryhealth,linkedin.com/company/echolabsai,crunchbase.com/organization/spry-health,San Francisco,info@echolabs.io
3044,Perennial Paradigm,perennialmurals.com,NaN,NaN,NaN,Chicago,info@perennialparadigm.com
3045,Orca,shiporca.co,NaN,linkedin.com/company/shiporca,crunchbase.com/organization/freshx-logistics,Chicago,hello@getorca.com
3046,Conelabs,conelabs.ai,NaN,linkedin.com/company/cone-labs,crunchbase.com/organization/conelabs,Etobicoke,hello@conelabs.com
3047,Zencey,zencey.com,twitter.com/zenceyhealth,linkedin.com/company/zencey,crunchbase.com/organization/zencey,Upper Marlboro,hello@zencey.com
3048,xPub,xpub.ai,NaN,linkedin.com/company/xpubai,crunchbase.com/organization/xpub,New York,info@xpub.com
3049,TuneHatch,tunehatch.com,NaN,linkedin.com/company/tunehatch,crunchbase.com/organization/tunehatch-inc,Nashville,hello@tunehatch.com
3050,VisualLabs AI,visuallabs.ai,NaN,linkedin.com/company/visuallabs-ai,crunchbase.com/organization/visuallabs-ai,Princeton,info@visuallabs.ai
3051,Syndacart,syndacart.com,twitter.com/Syndacart,linkedin.com/company/syndainc,crunchbase.com/organization/syndacart,San Francisco,support@syndacart.com
3052,ProsumerGrid,prosumergrid.com,NaN,linkedin.com/in/santiago-grijalva-556b8216,crunchbase.com/organization/prosumergrid,Brookhaven,info@prosumergrid.com
3053,Outlit,getoutlit.com,twitter.com/Outlit_App,linkedin.com/company/getoutlit,crunchbase.com/organization/outlit,Ottawa,hello@outlit.com
3054,MV Sales&Logistics,mvsalesandlogistics.com,NaN,linkedin.com/company/movil-ventas,NaN,MIAMI,info@mvsaleslogistics.com
3055,MedDefend,mymeddefend.com,NaN,linkedin.com/company/90448850,crunchbase.com/organization/meddefend,West Des Moines,info@meddefend.com
3056,immersionED,immersioned.org,NaN,linkedin.com/company/immersioned,crunchbase.com/organization/immersioned,Greenwich,hello@immersioned.com
3057,Higheru,higheru.ai,NaN,linkedin.com/company/higheruai,crunchbase.com/organization/higheru,Plano,hello@higheru.com
3058,Blue Saturn,bluesaturn.io,twitter.com/JoinBlueSaturn,linkedin.com/company/joinbluesaturn,crunchbase.com/organization/blue-saturn,Davie,info@bluesaturn.com
3059,Asoba,asoba.co,NaN,linkedin.com/company/asoba-co,crunchbase.com/organization/asoba,San Rafael,hello@asoba.com
3060,askMay,askmay.com,NaN,linkedin.com/company/askmayai,crunchbase.com/organization/askmay,North Miami,hello@askmay.com
3061,AMPLY Discovery,amplydiscovery.com,NaN,linkedin.com/company/amply-discovery,crunchbase.com/organization/amply-discovery,Belfast,info@amplydiscovery.com
3062,Tactic.ly,tactic.ly,NaN,linkedin.com/company/tactic-ly,crunchbase.com/organization/tactic-ly,Fircrest,hello@tactic.ly
3063,Botnik Studios,botnik.org,twitter.com/botnikstudios,linkedin.com/company/botnik-studios,crunchbase.com/organization/botnik-studios,Seattle,hello@botnik.org
3064,Bundil,enjoybundil.com,twitter.com/bundilapp,linkedin.com/company/bundil-app,crunchbase.com/organization/bundil,Dallas,support@bundil.io
3065,Lenme,lenme.com,twitter.com/lenmeapp,linkedin.com/company/lenmecorp,crunchbase.com/organization/lenmo,Washington,support@lenme.com
3066,Maket Technologies,maket.ca,twitter.com/maketplans,linkedin.com/company/maket-technologies,crunchbase.com/organization/maket-technologies,Longueuil,hello@maket.com
3067,Atlas AI,atlasai.co.uk,twitter.com/atlasai_co,linkedin.com/company/atlas-ai-pbc,crunchbase.com/organization/atlas-ai,London,info@atlasai.co
3068,Zumma,tuzumma.com,twitter.com/TuZumma,linkedin.com/company/tuzumma,crunchbase.com/organization/tuzumma,Lake Mary,hello@zumma.com
3069,Uils,uils.la,twitter.com/somosuils,linkedin.com/company/uilsla,crunchbase.com/organization/uils,Buenos Aires,hello@uils.com
3070,SpexAI GmbH,spexai.com,twitter.com/SpexAI,linkedin.com/company/spexai,crunchbase.com/organization/spexai-gmbh,Dresden,info@spexai.com
3071,Shaztra,shaztra.ai,twitter.com/ShaztraAI,linkedin.com/company/shaztra,crunchbase.com/organization/shaztra,Mountain View,hello@shaztra.com
3072,Periculum,periculum.io,twitter.com/Periculumdotio,linkedin.com/company/26535300,crunchbase.com/organization/periculum,Waterloo,info@periculum.com
3073,Pactta,pactta.app,NaN,linkedin.com/company/pactta,crunchbase.com/organization/pactta,Chacarita,hello@pactta.com
3074,Osky,bit.ly/getosky,twitter.com/olainvierte,linkedin.com/company/olainvierte,crunchbase.com/organization/ola-86b4,Brooklyn,hello@osky.com
3075,O,useoinc.com.br,NaN,linkedin.com/company/useoinc,NaN,Rio de Janeiro,hello@o.com
3076,Nabu,nabu.io,twitter.com/nabu_io,linkedin.com/company/nabu-io,crunchbase.com/organization/nabu,Strasbourg,info@nabu.com
3077,Mox,mox.cash,NaN,linkedin.com/company/mox-cash,crunchbase.com/organization/mox-b0ac,Monterrey,hello@mox.com
3078,Moneo,moneo.cash,NaN,linkedin.com/company/moneo-cash,crunchbase.com/organization/moneo-618f,Mexico City,hello@moneo.com
3079,Mica,mica.rent,twitter.com/MICA_Insurance,linkedin.com/company/mica.insurance,crunchbase.com/organization/mica,Mexico City,hello@mica.com
3080,miamarketplace,miamarketplace.com,twitter.com/mia__ml,linkedin.com/company/mia-ml,crunchbase.com/organization/mia-e6df,Westmount,info@miamarketplace.com
3081,Marionette Aps,marionettexr.com,NaN,linkedin.com/company/marionette-xr,crunchbase.com/organization/marionette-xr,KÃ¸benhavn,info@marionettexr.com
3082,Etiq AI,etiq.ai,twitter.com/EtiqAI,linkedin.com/company/40745326,crunchbase.com/organization/etiq-ai,London,info@etiq.ai
3083,College Cash,yourcollegecash.com,NaN,linkedin.com/company/college-cash,crunchbase.com/organization/collegecash,Ft. Worth,info@collegecash.io
3084,Cedience,cedience.com,twitter.com/cedience,linkedin.com/company/cedience,crunchbase.com/organization/cedience,Toronto,info@cedience.com
3085,Banca.Me,banca.me,twitter.com/-,linkedin.com/company/banca-me,crunchbase.com/organization/banca-me,Santiago,info@banca.me
3086,Electronic Gaming Federation,egfederation.com,twitter.com/officialegf,linkedin.com/company/electronic-gaming-federation,crunchbase.com/organization/electronic-gaming-federation-inc,Rochester,info@egf.gg
3087,Wise Athena,wiseathena.com,twitter.com/wiseathena2,linkedin.com/company/wiseathena-com,crunchbase.com/organization/wise-athena,San Francisco,sales.support@sensifai.com
3088,Sensifai,sensifai.com,twitter.com/sensifai,linkedin.com/company/17888541,crunchbase.com/organization/sensifai,Brussels,sales.support@sensifai.com
3089,TouchBase,touchbaseinc.com,twitter.com/touchbaseinc,linkedin.com/company/touchbase-inc-,crunchbase.com/organization/touchbase-inc,Bothell,support@touchbase.com
3090,Column,joincolumn.com,twitter.com/joincolumn,linkedin.com/company/column-inc,crunchbase.com/organization/column-ccd6,New York,hello@column.us
3091,Payfi,payfi.ng,twitter.com/mypayfi,linkedin.com/company/mypayfi,crunchbase.com/organization/payfi,IKATE LEKKI,info@payfi.com
3092,Aya Holding,beta.ayagigs.com,twitter.com/ayagigs,linkedin.com/company/ayagigs,crunchbase.com/organization/aya-8fdb,Parkville,info@ayaholding.com
3093,MinersAI,minersai.com,NaN,linkedin.com/company/minersai,crunchbase.com/organization/minersai,Lafayette,info@minersai.com
3094,illuminem,illuminem.com,twitter.com/illuminemNews,linkedin.com/company/illuminem,crunchbase.com/organization/light-a040,Pistoia,info@illuminem.com
3095,We Make Change,wemakechange.org,NaN,linkedin.com/company/we-make-change-now,crunchbase.com/organization/we-make-change,Leiden,hello@wemakechange.org
3096,Propellane,propellane.eu,NaN,NaN,crunchbase.com/organization/propellane,Paris,hello@propellane.com
3097,Greena World,greena.world,NaN,NaN,crunchbase.com/organization/greena-world,London,hello@greenaworld.com
3098,EEVY,eevy.fr,NaN,linkedin.com/company/eevy,crunchbase.com/organization/eevy,Paris,hello@eevy.com
3099,CarbonBright,carbonbright.co,NaN,linkedin.com/company/carbonbright,crunchbase.com/organization/carbonbright,Bend,hello@carbonbright.com
3100,Canopey,canopey.com,twitter.com/canopeyuk,linkedin.com/company/canopeyuk,crunchbase.com/organization/shop-greenr-ltd,Norwich,Contact form on their website
3101,Ari Care,ari.shop,twitter.com/aricareofficial,linkedin.com/company/ari-care,crunchbase.com/organization/ari-care,PÃ¤rnu,info@aricare.com
3102,ENGAIZ,engaiz.com,twitter.com/engaizit,linkedin.com/company/engaiz,crunchbase.com/organization/engaiz,Toronto,info@engaiz.com
3103,Omnee,omnee.ca,twitter.com/OmneeTech,linkedin.com/company/omnee-tech,crunchbase.com/organization/omnee-technologies,Saskatoon,hello@omnee.com
3104,Asepha,asepha.ai,NaN,linkedin.com/company/asepha,crunchbase.com/organization/asepha,Toronto,info@asepha.com
3105,Better Basics,betterbasics.co,twitter.com/Betterbasicsco,linkedin.com/company/betterbasicsco,crunchbase.com/organization/better-basics,Vancouver,info@betterbasics.com
3106,Apxlending,apxlending.com,NaN,NaN,crunchbase.com/organization/apx-lending,Toronto,support@apxlending.com
3107,Weaver & Loom,weaverandloom.com,twitter.com/weaverandloom,linkedin.com/company/weaverandloom,crunchbase.com/organization/weaver-loom,Aurora,hello@weaverandloom.co
3108,Chimoney,chimoney.io,twitter.com/chimoney_io,linkedin.com/company/chimoney,crunchbase.com/organization/chimoney,Mississauga,hello@chimoney.com
3109,AVIEW,aviewint.com,NaN,linkedin.com/company/aview-international,crunchbase.com/organization/aview-international,Ancaster,info@aview.com
3110,Hover.direct,hover.direct,NaN,linkedin.com/company/hoverdirect,crunchbase.com/organization/hover-direct,Richmond Hill,info@hover.direct
3111,FAIRLY AI,fairly.ai,twitter.com/fairlyai,linkedin.com/company/fairlyai,crunchbase.com/organization/fairly-ai,Kitchener,hello@fairly.ai
3112,Vestinda,vestinda.com,twitter.com/,linkedin.com/company/vestinda,crunchbase.com/organization/vestinda,Voluntari,support@vestinda.com
3113,TEST JAR LABS,testjarlabs.com,twitter.com/testjarlabs,linkedin.com/company/testjarlabs,crunchbase.com/organization/test-jar-labs,Santa Monica,hello@testjarlabs.com
3114,Reibase,reibase.rs,NaN,NaN,crunchbase.com/organization/reibase,New York,hi@reibase.rs
3115,Moss,moss.social,twitter.com/moss_social,linkedin.com/company/moss-social-web3,crunchbase.com/organization/moss-6b88,Cambridge,info@mossinc.com
3116,Moja,withmoja.com,NaN,linkedin.com/company/mojapay-io,crunchbase.com/organization/moja-ebbf,Cambridge,hello@moja.africa
3117,Made with Black Culture,madewithblackculture.com,NaN,linkedin.com/company/made-with-black-culture,crunchbase.com/organization/made-with-black-culture,Los Angeles,info@madewithblackculture.com
3118,hyphen,justhyphen.com,twitter.com/HyphenApp,linkedin.com/company/join-hyphen,crunchbase.com/organization/hyphen-2,Berkeley,hello@hyphenco.com
3119,ezWiFi,ezwi.fi,NaN,linkedin.com/company/ezwifitech,crunchbase.com/organization/ezwifi,Singapore,hi@ezwi.fi
3120,Ephere Football,ephere.football,twitter.com/ephere_football,linkedin.com/company/epherefootball,crunchbase.com/organization/ephere-football,Montevideo,Contact form on their website
3121,Armur Ai,armur.ai,NaN,linkedin.com/company/armurai,crunchbase.com/organization/armur-ai,Bangalore,info@armur.ai
3122,WizDish,wizdish.com,twitter.com/wizdish,linkedin.com/company/10167358,crunchbase.com/organization/wizdish#section-overview,Kidlington,info@wizdish.com
3123,Synervoz Communications,synervoz.com,twitter.com/synervoz,linkedin.com/company/synervoz-communications-inc.,crunchbase.com/organization/synervoz-communications,Toronto,jim.rand@synervoz.com
3124,UXTesting,uxtesting.io,twitter.com/UXTestingIO,linkedin.com/company/uxtesting-inc-,crunchbase.com/organization/uxtesting,Menlo Park,info@uxtesting.io
3125,CModel Data,cmodel.io,twitter.com/CModelData,linkedin.com/company/cmodel,crunchbase.com/organization/c-model,Vallejo,info@cmodel.io
3126,Vendeee,vendeee.com,NaN,NaN,NaN,West Orange,info@vendeee.com
3127,Myri Health,myrihealth.com,twitter.com/myrihealth,linkedin.com/company/myrihealth,crunchbase.com/organization/the-snapback,Norman,hello@myrihealth.com
3128,Taro Finance,tarofi.io,NaN,linkedin.com/company/tarofinance,crunchbase.com/organization/taro-finance,Seattle,info@tarofi.io
3129,Smart Tracker,smarttracker.health,NaN,linkedin.com/company/smarttracker,crunchbase.com/organization/smarttracker,Clermont,Contact form on their website (Smart Tracker)
3130,RekFix,rekfix.com,NaN,linkedin.com/company/rekfix,NaN,San Francisco,info@rekfix.com
3131,Nayak.ai,nayak.ai,NaN,NaN,NaN,Henderson,hello@nayak.ai
3132,GrantVEST,grantvest.co,NaN,linkedin.com/company/grantvest,NaN,Denver,info@grantvest.com
3133,Foresight Reporting,tryforesight.io,NaN,linkedin.com/company/tryforesight,crunchbase.com/organization/foresight-3f73,Kansas City,info@foresightreporting.com
3134,Embark.live,embark.live,twitter.com/embark_live,linkedin.com/company/embark-live,crunchbase.com/organization/embark-live,Royal Oak,hello@embark.live
3135,Candidate Tools,candidatetools.com,NaN,linkedin.com/company/candidate-tools-llc,NaN,Parker,support@candidatetools.com
3136,Brolly Africa,brolly.africa,twitter.com/brolly_africa,linkedin.com/company/brolly-africa,crunchbase.com/organization/brolly-d568,Liberty Twp,hello@brolly.africa
3137,Rex Animal Health,rexanimalhealth.com,twitter.com/rexanimalhealth,linkedin.com/company/3807980,crunchbase.com/organization/rex-animal-health,San Francisco,info@rexanimalhealth.com
3138,CutStruct Technology Limited,livevend.com,twitter.com/LiveVend,linkedin.com/company/cutstruct-technology-limited,crunchbase.com/organization/cutstruct-technology-limited,Texas,info@cutstruct.com
3139,Reeple.ai,reeple.ai,twitter.com/reepleAI/status/1691128897503481864,linkedin.com/company/reeple-ai,crunchbase.com/organization/finver,Lagos,hello@reeple.ai
3140,Brysk,niflr.com,twitter.com/niflr,linkedin.com/company/niflr,crunchbase.com/organization/niflr,Chicago,hello@brysk.co
3141,Hulugram,hulugram.org,NaN,linkedin.com/company/hulugram,crunchbase.com/organization/hulugram,Addis Ababa,support@hulugram.com
3142,Leadfy,leadfy.me,NaN,linkedin.com/company/leadfyme,crunchbase.com/organization/leadfy-b6c1,BRASILIA,hello@leadfy.io
3143,ladder.africa,myladder.africa,twitter.com/ladder_hq,linkedin.com/company/ladder-africa,crunchbase.com/organization/ladder-7c43,Accra,hello@ladder.africa
3144,Seso Global,seso.global,twitter.com/sesoglobal,linkedin.com/company/seso-global-limited,crunchbase.com/organization/seso-global,Cambridge,info@seso.global
3145,MPost,mpost.co.ke,twitter.com/MPost_Africa,linkedin.com/company/mpostafrica,crunchbase.com/organization/mpost,Nairobi,info@mpost.co.ke
3146,Unified API,unified.to,twitter.com/unified_api,linkedin.com/company/unified-to,crunchbase.com/organization/unified-api,Toronto,info@unifiedapi.com
3147,Young African Catalysts,yac.africa,NaN,NaN,NaN,Cape Town,info@yacatalysts.com
3148,AdmitOffer,admitoffer.com,NaN,linkedin.com/company/admitoffer,crunchbase.com/organization/admit-offer,South Brampton,info@admitoffer.com
3149,Mona,mona.net.au,twitter.com/ShopWithMona,linkedin.com/company/museum-of-old-and-new-art-mona-,crunchbase.com/organization/mona-f45c,Seattle,hello@mona.ai
3150,Teskalabs,teskalabs.com,twitter.com/TeskaLabs,linkedin.com/company/teskalabs,crunchbase.com/organization/teskalabs,London,info@teskalabs.com
3151,Generable,generable.com,twitter.com/GenerableHQ,linkedin.com/company/stan-group-inc.,crunchbase.com/organization/generable#section-overview,New York,info@generable.com
3152,Swag Kicks,swag-kicks.com,twitter.com/swag_kicks,linkedin.com/company/swag-kicks,crunchbase.com/organization/swag-kicks,Karachi,support@swagkicks.com
3153,MyCover.ai,mycover.ai,twitter.com/MyCoverAI,linkedin.com/company/mycoverai,crunchbase.com/organization/mycover-ai,Lagos,hello@mycover.ai
3154,truQ,mytruq.com,twitter.com/MytruQ,linkedin.com/company/truq-logistics,crunchbase.com/organization/truq-logistics,Lagos,hello@truq.com
3155,Social Champ,socialchamp.io,twitter.com/socialchampsays,linkedin.com/company/social-champ,crunchbase.com/organization/social-champ-inc,Karachi,support@socialchamp.io
3156,Glade,glade.ng,twitter.com/gladebanking,linkedin.com/company/gladefinance,crunchbase.com/organization/gladepay,Lagos,hello@glade.co
3157,Gigmile,gigmile.com,twitter.com/gigmile,linkedin.com/company/gigmile,crunchbase.com/organization/gigmile,Accra,support@gigmile.com
3158,Emergency Response Africa,emergencyresponseafrica.com,twitter.com/EResponseAfrica,linkedin.com/company/13058330,crunchbase.com/organization/emergency-response-africa,Waterloo,info@emergencyresponseafrica.com
3159,Bongalow,bongalow.com,twitter.com/BongalowNigeria,linkedin.com/company/myawayhome,crunchbase.com/organization/bongalow,Lagos,hello@bongalow.com
3160,Blawesome,blawesome.life,twitter.com/Blawesomelife,linkedin.com/company/blawesome-together,crunchbase.com/organization/blawesome,MontrÃ©al,hello@blawesome.com
3161,Blackcopper,blackcopper.io,twitter.com/Blackcopperio_,linkedin.com/company/blackcopper,crunchbase.com/organization/blackcopper,Lagos,info@blackcopper.com
3162,Kapta,kapta.com,twitter.com/kapta,linkedin.com/company/kapta,crunchbase.com/organization/kapta-systems,Boulder,info@kapta.com
3163,Halotrade,halotrade.io,twitter.com/haloethical,linkedin.com/company/halotrade,crunchbase.com/organization/halotrade,London,hello@halotrade.io
3164,FEZ Delivery Co.,fezdelivery.co,twitter.com/fezdeliveryco,linkedin.com/company/fez-delivery-co,crunchbase.com/organization/fez-61b0,Lagos,support@fezdelivery.com
3165,Renda Limited,renda.co,twitter.com/rendaafrica,linkedin.com/company/rendaafrica,crunchbase.com/organization/renda-906f,Lagos,hello@renda.co
3166,Klas,tryklas.com,twitter.com/tryklas,linkedin.com/company/tryklas,crunchbase.com/organization/elpis-academy,Lagos,hello@klas.com
3167,StageKeep,stagekeep.com,twitter.com/stagekeep,linkedin.com/company/stagekeep,crunchbase.com/organization/stagekeep,Toronto,info@stagekeep.com
3168,Speak Ai,speakai.co,twitter.com/speakai_co,linkedin.com/company/speakai-co,crunchbase.com/organization/speak-ai-6c04,Toronto,hello@speakai.co
3169,Simpu,simpu.co,twitter.com/simpuinc,linkedin.com/company/simpu-inc,crunchbase.com/organization/simpu,New York City,hello@simpu.co
3170,Raenest,raenest.com,twitter.com/raenesthq,linkedin.com/company/raenest,crunchbase.com/organization/raenest,Lagos,hello@raenest.com
3171,Mamy Eyewear,mamy-eyewear.com,twitter.com/mannys_eyewear,linkedin.com/company/mamy-eyewear,crunchbase.com/organization/mamy-eyewear,Saint-MandÃ©,info@mamyeyewear.com
3172,LaborHack,laborhack.com,twitter.com/Laborhack_ng,linkedin.com/company/laborhack-limited,crunchbase.com/organization/laborhack,Lagos,hello@laborhack.com
3173,Glover Technologies,gloverapp.co,twitter.com/gloverapp,linkedin.com/company/gloverappng,crunchbase.com/organization/glover,Lagos,info@glovertech.com
3174,Ever.ca,ever.ca,twitter.com/Everdotca,linkedin.com/company/ever-ca,NaN,San Francisco,hello@ever.ca
3175,Trezeo,trezeo.com,twitter.com/trezeohq,linkedin.com/company/trezeo,crunchbase.com/organization/trezeo,Dublin,support@trezeo.com
3176,Zighra,zighra.com,twitter.com/zfraudshield,linkedin.com/company/zighra,crunchbase.com/organization/zighra#/entity,Ottawa,info@zighra.com
3177,MARK Labs,marklabs.co,twitter.com/marklabs_,linkedin.com/company/mark-labs,crunchbase.com/organization/mark-labs#section-overview,Washington,hello@marklabs.io
3178,Suplio,hometuls.co,twitter.com/@www.linkedin.com/company/hometuls/,linkedin.com/company/hometuls,crunchbase.com/organization/hometuls,Bogota,support@suplio.com
3179,Star Kitchens Group,starkitchensgroup.com,twitter.com/orda_africa,linkedin.com/company/orda-africa,crunchbase.com/organization/star-kitchens-group-inc,Walnut,info@starkitchensgroup.com
3180,Chainstarters,chainstarters.com,twitter.com/Chainstarters,linkedin.com/company/66729400,crunchbase.com/organization/chainstarters,Portland,hello@chainstarters.com
3181,AltScore,altscore.ai,twitter.com/altscore_ai,linkedin.com/company/altscore,crunchbase.com/organization/altscore,Mexico City,contact@altscore.ai
3182,ZipLunch,ziplunch.com,twitter.com/ZipLunch,linkedin.com/company/ziplunch,crunchbase.com/organization/ziplunch,Oakville,hello@ziplunch.com
3183,YieldX Solutions Ltd.,yieldx.biz,NaN,linkedin.com/company/71220929,crunchbase.com/organization/yieldx-solutions-ltd,Caesarea,lev@yieldx.biz
3184,Wavelength,joinwavelength.com,twitter.com/joinwavelength,linkedin.com/company/joinwavelength,crunchbase.com/organization/wavelength-2a78,Brooklyn,info@teamwavelength.com
3185,Untap Technologies,untapcompete.com,twitter.com/UntapTech,linkedin.com/company/untap-technologies,crunchbase.com/organization/untap-d075,Mohandeseen Giza,info@untap.tech
3186,Torod,torod.co,twitter.com/torodco,linkedin.com/company/torodco,crunchbase.com/organization/torod,Riyadh,support@torod.co
3187,Tegarti,tegarti.com,twitter.com/TegartiApp,linkedin.com/company/tegarti,crunchbase.com/organization/tegarti,Cairo,info@tegarti.com
3188,StrikesApp,trystrikes.com,twitter.com/StrikesApp,linkedin.com/company/strikesapp,crunchbase.com/organization/unbiased-intuitive,Glasgow,support@trystrikes.com
3189,She Matters,shematters.health,twitter.com/shematters,linkedin.com/company/she-matters-inc,crunchbase.com/organization/she-matters-3449,New York,info@shematters.nl
3190,Sea Analytics,sea-analytics.com,NaN,linkedin.com/company/kinetix-ai,crunchbase.com/organization/kinetix-76af,Tel Aviv-Yafo,Contact form on their website (Sea Analytics)
3191,rfrd,rfrd.io,twitter.com/rfrdio,linkedin.com/company/rfrd,crunchbase.com/organization/rfrd,Middletown,hello@rfrd.co
3192,Rexby,rexby.com,NaN,linkedin.com/company/rexby,crunchbase.com/organization/lifeswap,Reykjavik,info@rexby.com
3193,Renbizz,renbizz.com,NaN,linkedin.com/company/renbizz,crunchbase.com/organization/renbizz,Tel Aviv,info@renbizz.com
3194,Rejoicy,home.rejoicy.com,twitter.com/Rejoicy4,linkedin.com/company/rejoicy,crunchbase.com/organization/rejoicy,Bentonville,hello@rejoicy.com
